TripID,ShipperID,CategoryID,Customer,ShipDate,OriginCity,OriginState,ShipDays,DestinationCity,DestinationState,TotalMiles,LoadedMiles,ShippingCost,Revenue,Capacity,TripType,CheckPoints
10243,2,6,Dongbase,2016-04-16,Toledo,OH,3,Detriot,MI,800,247,2889,3764,61,Domestic,9
10244,1,7,Howelectrics,2016-05-31,Lansing,MI,1,Dayton,OH,269,269,6061,6560,54,Domestic,6
10245,2,5,Zimex,2016-05-31,Elgin,IL,4,Cincinnati,OH,1043,213,2571,3393,67,Domestic,3
10246,2,8,Joyzim,2016-03-15,Kalamazoo,MI,4,Bangor,MI,948,437,8264,8844,75,Domestic,1
10247,1,6,Silver-Line,2016-05-15,Davenport,IA,2,Appleton,WI,730,229,3488,4168,64,Domestic,10
10248,1,7,Una-Phase,2016-03-22,Grand Rapids,MI,4,Toledo,OH,649,649,4755,5022,79,Domestic,7
10249,1,8,Condexon,2016-07-01,Milwaukee,WI,5,Springfield,IL,759,217,5365,5716,89,International,6
10250,2,6,Roundlam,2016-04-07,Springfield,IL,9,Skokie,IL,806,262,6351,6620,91,International,6
10251,1,4,Canphase,2016-01-30,Chicago,IL,8,Rockford,IL,1103,565,7517,5013,99,International,3
10252,1,4,Betaity,2016-08-23,Indianapolis,IN,6,Northbrook,IL,411,411,8197,5857,57,International,8
10253,2,7,Jaydox,2016-02-21,Northbrook,IL,8,Naperville,IL,976,369,1819,2450,54,International,6
10254,1,8,O-Tom,2016-03-05,Detriot,MI,2,Monon,IN,901,530,3739,4153,54,Intercom,8
10255,1,7,Canex,2016-08-04,Gary,IN,2,Milwaukee,WI,384,235,6799,7607,52,Domestic,1
10256,1,8,Villahouse,2016-05-29,Joliet,IL,4,Madison,WI,1181,216,1580,1756,75,Domestic,5
10257,2,7,Vivazim,2016-06-30,Madison,WI,5,Kalamazoo,MI,564,423,7029,7151,63,International,2
10258,1,6,Citydexon,2016-01-19,Green Bay,WI,6,Joliet,IL,1145,583,7890,8331,68,International,2
10259,2,6,Ittam,2016-08-10,Naperville,IL,3,Indianapolis,IN,451,310,6043,6957,64,Domestic,4
10260,2,4,Saltlab,2016-03-19,Rockford,IL,4,Green Bay,WI,1132,616,2991,911,100,Domestic,4
10261,1,6,Conehotice,2016-02-28,Appleton,WI,2,Grand Rapids,MI,807,200,863,1113,73,Domestic,1
10262,2,5,Itcantrans,2016-01-16,Cincinnati,OH,2,Gary,IN,890,569,4835,5208,68,Domestic,7
10263,1,4,Blue-Tech,2016-06-26,Dayton,OH,2,Elgin,IL,226,223,7093,4947,85,Domestic,8
10264,1,6,Unahigh,2016-07-24,Toledo,OH,4,Detriot,MI,654,585,4033,4336,92,Domestic,10
10265,2,4,Openzap,2016-04-09,Lansing,MI,2,Dayton,OH,728,728,8452,6119,98,Domestic,7
10266,1,7,Redozetam,2016-01-20,Bangor,MI,1,Davenport,IA,585,251,5588,6279,56,Domestic,1
10267,1,6,Coneranron,2016-08-25,Elgin,IL,2,Cincinnati,OH,781,458,3069,4045,58,Domestic,10
10268,1,4,Zen-Holdings,2016-03-31,Skokie,IL,5,Chicago,IL,363,363,4423,2640,97,International,4
10269,1,5,Warebam,2016-08-22,Kalamazoo,MI,6,Bangor,MI,248,248,8142,8817,56,International,10
10270,1,8,Zathlane,2016-06-28,Davenport,IA,8,Appleton,WI,950,502,2060,3030,60,International,6
10271,2,8,Hayholding,2016-05-19,Grand Rapids,MI,5,Toledo,OH,628,220,2892,3019,80,International,4
10272,1,8,Finlux,2016-01-02,Milwaukee,WI,10,Springfield,IL,951,639,6711,7603,60,International,10
10273,1,5,Zamlane,2016-06-06,Springfield,IL,2,Skokie,IL,400,304,5274,5875,52,Intercom,10
10274,2,4,Viacane,2016-04-11,Chicago,IL,2,Rockford,IL,482,482,6815,4337,87,Domestic,10
10275,2,7,Gogokeying,2016-07-03,Indianapolis,IN,2,Northbrook,IL,570,570,2144,2467,89,Domestic,2
10276,1,8,Tinron,2016-05-08,Northbrook,IL,3,Naperville,IL,619,468,6931,7513,75,Domestic,4
10277,1,4,Canace,2016-07-25,Detriot,MI,10,Monon,IN,725,622,5011,3002,88,International,10
10278,1,7,Linetone,2016-07-22,Joliet,IL,4,Madison,WI,545,545,2051,2503,98,Domestic,5
10279,2,4,Tantechi,2016-04-03,Monon,IN,3,Lansing,MI,996,731,6170,4854,93,Domestic,5
10280,2,7,Goldentechi,2016-06-22,Madison,WI,1,Kalamazoo,MI,925,293,5266,6049,78,Domestic,6
10281,2,5,Iselectrics,2016-06-06,Green Bay,WI,4,Joliet,IL,368,280,3101,3406,86,Domestic,5
10282,2,8,Funfintech,2016-03-26,Appleton,WI,1,Grand Rapids,MI,747,664,2821,3786,59,Domestic,4
10283,2,5,Latcore,2016-04-29,Cincinnati,OH,2,Gary,IN,1188,240,3668,3822,59,Domestic,3
10284,1,6,Reddoit,2016-08-05,Dayton,OH,3,Elgin,IL,800,466,3263,3866,68,Domestic,8
10285,1,4,Plustax,2016-04-28,Toledo,OH,8,Detriot,MI,580,580,6512,4328,58,International,4
10286,2,5,Bamity,2016-05-10,Lansing,MI,8,Dayton,OH,426,357,3782,3882,55,International,6
10287,2,4,Quotelane,2016-04-13,Bangor,MI,5,Davenport,IA,465,465,5225,3538,62,International,2
10288,1,4,Viatom,2016-03-31,Elgin,IL,6,Cincinnati,OH,381,381,5904,3890,74,International,9
10289,2,7,Silverfase,2016-05-03,Skokie,IL,5,Chicago,IL,1147,533,5004,5718,87,International,6
10290,1,6,O-Job,2016-06-17,Kalamazoo,MI,1,Bangor,MI,293,293,5608,6000,83,Intercom,8
10291,2,8,Howtaxon,2016-06-26,Davenport,IA,3,Appleton,WI,703,578,7900,8046,82,Domestic,6
10292,2,6,Xx-Way,2016-02-28,Grand Rapids,MI,2,Toledo,OH,915,570,1595,1796,64,Domestic,3
10293,1,8,San-Plex,2016-01-22,Milwaukee,WI,4,Springfield,IL,805,594,6423,7059,79,Domestic,5
10294,2,8,Dentocity,2016-02-27,Springfield,IL,10,Skokie,IL,501,501,6376,6830,100,International,8
10295,2,6,Indi-Dox,2016-01-10,Chicago,IL,8,Rockford,IL,482,217,3007,3735,85,International,9
10296,2,6,Damdexon,2016-05-28,Indianapolis,IN,4,Northbrook,IL,511,312,538,1135,59,Domestic,10
10297,2,7,Subdrill,2016-01-24,Northbrook,IL,3,Naperville,IL,906,546,5843,6388,90,Domestic,10
10298,1,5,Conzumzap,2016-07-13,Detriot,MI,4,Monon,IN,869,762,3164,4100,58,Domestic,8
10299,1,5,Trio-Dax,2016-02-27,Joliet,IL,3,Madison,WI,531,525,6577,7001,62,Domestic,8
10300,2,8,Ventocore,2016-08-13,Monon,IN,2,Lansing,MI,945,481,432,1179,56,Domestic,4
10301,1,4,Tampquote,2016-02-11,Madison,WI,2,Kalamazoo,MI,862,494,4827,3015,65,Domestic,2
10302,1,5,Recode,2016-03-11,Green Bay,WI,1,Joliet,IL,614,204,4790,5610,89,Domestic,10
10303,2,6,Ganjazone,2016-08-09,Naperville,IL,3,Indianapolis,IN,349,349,5287,6043,93,Domestic,10
10304,2,8,Hottaxon,2016-06-01,Rockford,IL,10,Green Bay,WI,606,606,1474,2097,91,International,1
10305,1,8,Keyzunbase,2016-04-16,Appleton,WI,10,Grand Rapids,MI,1154,753,7830,8630,77,International,3
10306,2,6,K-Is,2016-06-02,Cincinnati,OH,8,Gary,IN,1116,388,4145,4672,84,International,1
10307,2,8,Villacom,2016-01-21,Dayton,OH,6,Elgin,IL,742,698,4823,5181,86,International,3
10308,1,7,Zotit,2016-07-11,Toledo,OH,6,Detriot,MI,523,295,2795,3290,53,International,7
10309,1,5,Stimmedia,2016-04-11,Bangor,MI,3,Davenport,IA,980,767,5221,5395,65,Domestic,10
10310,2,5,Lazap,2016-07-25,Elgin,IL,1,Cincinnati,OH,630,266,980,1403,57,Domestic,10
10311,2,6,Baselux,2016-01-04,Skokie,IL,2,Chicago,IL,442,442,3630,3900,90,Domestic,6
10312,2,8,Dingity,2016-04-11,Kalamazoo,MI,10,Bangor,MI,958,477,7558,8307,61,International,6
10313,1,7,Fax-Ex,2016-08-11,Davenport,IA,5,Appleton,WI,721,687,2534,3110,93,International,2
10314,2,8,Duodax,2016-04-15,Grand Rapids,MI,4,Toledo,OH,510,510,3950,4763,98,Domestic,5
10315,2,8,Planethouse,2016-04-14,Milwaukee,WI,1,Springfield,IL,716,716,2311,3104,52,Domestic,4
10316,2,7,Overtam,2016-06-12,Springfield,IL,3,Skokie,IL,274,274,5279,5973,98,Domestic,4
10317,1,5,Solholdings,2016-01-18,Chicago,IL,2,Rockford,IL,874,548,1677,1943,83,Domestic,1
10318,2,4,Cannamcon,2016-07-11,Indianapolis,IN,2,Northbrook,IL,864,674,5245,3337,91,Domestic,7
10319,1,8,Zerfax,2016-06-03,Northbrook,IL,1,Naperville,IL,1131,682,7481,8435,57,Domestic,7
10320,2,5,Zoncone,2016-06-07,Joliet,IL,2,Madison,WI,797,450,8026,8699,98,Domestic,7
10321,2,4,Canemedkix,2016-01-06,Monon,IN,7,Lansing,MI,352,352,4871,3056,62,International,10
10322,1,6,Whitefan,2016-05-06,Madison,WI,10,Kalamazoo,MI,743,228,5263,5689,65,International,6
10323,2,6,Strongdax,2016-03-28,Green Bay,WI,6,Joliet,IL,496,496,773,1542,72,International,10
10324,1,6,Xx-Dotone,2016-08-28,Naperville,IL,7,Indianapolis,IN,575,575,2798,3710,55,International,2
10325,2,8,Tamcan,2016-07-23,Rockford,IL,8,Green Bay,WI,208,208,7446,7858,85,International,9
10326,1,7,Sanin,2016-03-16,Appleton,WI,1,Grand Rapids,MI,495,243,5565,6560,91,Intercom,9
10327,1,6,Sonlex,2016-04-15,Cincinnati,OH,4,Gary,IN,1121,572,5114,5274,86,Domestic,1
10328,1,5,Groovestrip,2016-04-13,Dayton,OH,3,Elgin,IL,312,312,7048,7815,92,Domestic,4
10329,2,6,Matdex,2016-02-14,Toledo,OH,3,Detriot,MI,1195,570,1584,1947,72,Domestic,3
10330,1,8,Saohow,2016-05-16,Lansing,MI,10,Dayton,OH,718,464,543,1214,51,International,4
10331,1,8,Yearlex,2016-03-29,Bangor,MI,9,Davenport,IA,661,514,272,866,66,International,6
10332,2,4,Dripkix,2016-08-16,Skokie,IL,1,Chicago,IL,711,630,3354,1279,96,Domestic,10
10333,1,7,Xx-Bam,2016-04-01,Davenport,IA,2,Appleton,WI,884,631,1394,2083,74,Domestic,3
10334,1,8,Zaamhouse,2016-05-31,Grand Rapids,MI,4,Toledo,OH,1158,403,2008,2185,91,Domestic,9
10335,1,4,Zoofan,2016-04-16,Milwaukee,WI,3,Springfield,IL,1101,206,7533,5369,65,Domestic,1
10336,1,6,Zuntexon,2016-05-09,Springfield,IL,1,Skokie,IL,320,320,3648,4591,98,Domestic,4
10337,2,6,Howplanet,2016-05-22,Chicago,IL,4,Rockford,IL,1013,562,6912,7754,56,Domestic,7
10338,1,8,Fasezim,2016-05-30,Indianapolis,IN,4,Northbrook,IL,1087,737,6313,6651,79,Domestic,5
10339,1,5,Sanlab,2016-05-23,Northbrook,IL,8,Naperville,IL,1002,778,324,755,93,International,1
10340,1,7,Mathing,2016-01-18,Detriot,MI,9,Monon,IN,754,754,6150,6476,68,International,8
10341,2,8,Tamholding,2016-06-23,Gary,IN,9,Milwaukee,WI,412,412,7810,8365,70,International,6
10342,2,6,Greentech,2016-07-06,Joliet,IL,7,Madison,WI,464,275,1344,1676,100,International,9
10343,2,5,Goldenbam,2016-01-13,Monon,IN,8,Lansing,MI,944,702,1383,1968,77,International,4
10344,2,8,Silfase,2016-05-12,Madison,WI,2,Kalamazoo,MI,1034,215,1551,2330,52,Intercom,4
10345,2,6,Unoex,2016-03-29,Green Bay,WI,1,Joliet,IL,293,293,3826,4316,92,Domestic,1
10346,2,6,Zoodrill,2016-01-01,Naperville,IL,1,Indianapolis,IN,224,224,8501,8941,65,Domestic,10
10347,1,4,Sunjob,2016-04-05,Rockford,IL,4,Green Bay,WI,623,623,5041,2847,70,Domestic,10
10348,1,8,Anmedia,2016-05-10,Appleton,WI,8,Grand Rapids,MI,1117,743,777,1397,53,International,7
10349,2,5,Daltfax,2016-03-13,Cincinnati,OH,9,Gary,IN,1076,699,377,546,90,International,3
10350,1,8,Physcone,2016-08-02,Dayton,OH,2,Elgin,IL,661,661,5769,6347,95,Domestic,9
10351,1,8,Vaiazozice,2016-07-27,Lansing,MI,4,Dayton,OH,1098,626,542,1458,69,Domestic,6
10352,1,4,Nimlab,2016-01-24,Elgin,IL,3,Cincinnati,OH,571,339,6023,3448,77,Domestic,6
10353,2,6,Blueit,2016-07-15,Kalamazoo,MI,2,Bangor,MI,720,579,5267,5849,98,Domestic,10
10354,2,7,Roundphase,2016-02-04,Davenport,IA,1,Appleton,WI,322,315,3471,3942,96,Domestic,7
10355,2,7,Faseway,2016-06-11,Grand Rapids,MI,2,Toledo,OH,741,707,3920,4540,73,Domestic,2
10356,1,8,Tripplekix,2016-08-09,Milwaukee,WI,6,Springfield,IL,208,208,1539,1797,59,International,4
10357,2,4,Dontam,2016-04-11,Springfield,IL,6,Skokie,IL,1152,568,6702,4978,94,International,2
10358,2,8,Scotfase,2016-02-12,Chicago,IL,5,Rockford,IL,1019,218,2705,3556,52,International,10
10359,1,6,Newzap,2016-01-12,Indianapolis,IN,5,Northbrook,IL,346,346,1347,2119,79,International,6
10360,2,6,Mathtouch,2016-07-31,Northbrook,IL,8,Naperville,IL,283,274,3047,3871,53,International,6
10361,2,8,Zimity,2016-02-03,Detriot,MI,2,Monon,IN,1027,210,3246,3480,71,Intercom,5
10362,2,8,Dongbiolex,2016-02-23,Gary,IN,2,Milwaukee,WI,1067,296,4611,5281,64,Domestic,4
10363,2,5,J-Lax,2016-04-13,Joliet,IL,2,Madison,WI,836,530,4154,4766,56,Domestic,10
10364,1,4,Geofind,2016-06-15,Monon,IN,1,Lansing,MI,500,500,7089,4982,65,Domestic,5
10365,1,5,Iceelectrics,2016-02-01,Madison,WI,8,Kalamazoo,MI,450,341,8253,8504,60,International,8
10366,2,8,Vaiazoom,2016-02-03,Green Bay,WI,5,Joliet,IL,671,480,1819,2109,68,International,4
10367,2,4,Vaiataxon,2016-07-01,Naperville,IL,2,Indianapolis,IN,654,534,7133,4666,75,Domestic,1
10368,2,7,Pluslam,2016-06-26,Rockford,IL,2,Green Bay,WI,493,319,1182,1736,90,Domestic,9
10369,1,7,Rancan,2016-04-08,Appleton,WI,3,Grand Rapids,MI,787,787,5635,6057,60,Domestic,7
10370,1,5,Singleholdings,2016-03-30,Cincinnati,OH,4,Gary,IN,557,501,1623,2421,74,Domestic,3
10371,1,8,Gravetech,2016-01-15,Dayton,OH,2,Elgin,IL,676,223,295,515,78,Domestic,6
10372,2,5,Strongcane,2016-06-16,Toledo,OH,3,Detriot,MI,679,616,2477,3019,67,Domestic,9
10373,1,8,Condintex,2016-07-07,Lansing,MI,2,Dayton,OH,1178,243,4585,4756,94,Domestic,10
10374,2,8,Xx-Canex,2016-05-29,Bangor,MI,3,Davenport,IA,886,701,3501,3812,53,Domestic,4
10375,2,6,Itdom,2016-08-31,Elgin,IL,3,Cincinnati,OH,1138,244,1693,2492,99,Domestic,7
10376,2,7,Zamholdings,2016-04-18,Skokie,IL,7,Chicago,IL,834,569,571,1395,95,International,7
10377,2,4,Duo-Fase,2016-05-11,Kalamazoo,MI,7,Bangor,MI,297,297,4223,2349,68,International,8
10378,2,6,Saozoomtex,2016-05-20,Davenport,IA,8,Appleton,WI,222,222,6687,7409,76,International,10
10379,1,7,Funlax,2016-05-27,Grand Rapids,MI,7,Toledo,OH,200,200,2022,2539,92,International,2
10380,1,5,Beta-Ron,2016-08-26,Milwaukee,WI,5,Springfield,IL,204,204,8573,8815,95,International,5
10381,1,7,Zentrax,2016-07-18,Springfield,IL,2,Skokie,IL,456,456,5626,6117,68,Intercom,7
10382,1,4,Bluecorporation,2016-08-03,Chicago,IL,4,Rockford,IL,842,644,5379,2953,57,Domestic,4
10383,1,8,Fin-Cone,2016-08-20,Indianapolis,IN,4,Northbrook,IL,453,453,2467,3207,62,Domestic,2
10384,2,7,Ranmedia,2016-08-07,Northbrook,IL,2,Naperville,IL,435,426,3533,3781,97,Domestic,8
10385,1,4,Trueplus,2016-07-15,Detriot,MI,7,Monon,IN,835,497,4623,2604,98,International,10
10386,1,7,Templax,2016-05-04,Gary,IN,9,Milwaukee,WI,370,316,575,923,91,International,1
10387,1,6,Roundphase,2016-03-07,Joliet,IL,2,Madison,WI,618,204,7216,7893,61,Domestic,6
10388,1,7,Medialax,2016-03-11,Monon,IN,4,Lansing,MI,303,303,4784,5203,80,Domestic,9
10389,2,5,Ronlamice,2016-08-20,Madison,WI,1,Kalamazoo,MI,535,246,6336,6975,57,Domestic,5
10390,1,8,Zummatexon,2016-03-02,Green Bay,WI,4,Joliet,IL,1022,479,6497,6819,67,Domestic,2
10391,2,8,Aptaxon,2016-04-21,Naperville,IL,1,Indianapolis,IN,648,417,6274,6733,81,Domestic,10
10392,2,7,Strongtechnology,2016-01-05,Rockford,IL,1,Green Bay,WI,868,335,5294,5574,79,Domestic,10
10393,1,4,Plextechi,2016-06-02,Appleton,WI,2,Grand Rapids,MI,878,525,7935,6361,93,Domestic,5
10394,1,4,Donplanet,2016-01-14,Cincinnati,OH,2,Gary,IN,895,739,1890,623,88,Domestic,8
10395,1,6,Whitekix,2016-02-02,Dayton,OH,3,Elgin,IL,1006,307,3990,4829,92,Domestic,3
10396,1,7,Streetplus,2016-05-28,Toledo,OH,6,Detriot,MI,346,258,5455,5936,79,International,1
10397,1,4,K-Antex,2016-02-07,Lansing,MI,7,Dayton,OH,706,436,5614,3693,72,International,4
10398,1,5,Constreet,2016-05-12,Bangor,MI,10,Davenport,IA,366,366,6401,6573,72,International,5
10399,2,6,Quotefix,2016-08-07,Elgin,IL,10,Cincinnati,OH,1003,675,6343,6650,72,International,10
10400,1,5,Dripvivadex,2016-08-01,Skokie,IL,5,Chicago,IL,386,386,6259,6443,53,International,5
10401,1,6,Trustcorporation,2016-03-21,Kalamazoo,MI,2,Bangor,MI,614,614,3550,4334,98,Intercom,1
10402,1,4,Zimjiit,2016-05-21,Davenport,IA,3,Appleton,WI,1165,729,2273,722,89,Domestic,2
10403,1,6,Scotcan,2016-04-18,Grand Rapids,MI,2,Toledo,OH,459,459,2137,2948,67,Domestic,4
10404,2,8,Duoflex,2016-08-01,Milwaukee,WI,3,Springfield,IL,511,511,3856,4319,66,Domestic,9
10405,2,5,Canetechnology,2016-06-14,Springfield,IL,5,Skokie,IL,419,419,4112,4363,58,International,6
10406,2,4,Zotcare,2016-06-20,Chicago,IL,9,Rockford,IL,266,266,3738,1277,98,International,4
10407,1,6,Solostreet,2016-06-11,Indianapolis,IN,2,Northbrook,IL,242,242,5721,6307,89,Domestic,10
10408,1,8,Xx-Planet,2016-02-20,Northbrook,IL,4,Naperville,IL,321,225,6006,6913,100,Domestic,6
10409,1,4,Apzone,2016-04-22,Detriot,MI,1,Monon,IN,451,451,8713,6285,61,Domestic,6
10410,2,4,Jaylane,2016-04-26,Joliet,IL,2,Madison,WI,886,518,7594,5516,74,Domestic,9
10411,2,7,Silverace,2016-01-10,Monon,IN,3,Lansing,MI,326,326,3808,4093,80,Domestic,6
10412,1,5,Conelane,2016-01-11,Madison,WI,4,Kalamazoo,MI,225,225,128,868,81,Domestic,7
10413,2,5,Matsanice,2016-06-13,Green Bay,WI,1,Joliet,IL,660,418,2617,3435,54,Domestic,8
10414,1,6,Ronplanet,2016-05-19,Naperville,IL,2,Indianapolis,IN,404,404,7234,8108,72,Domestic,5
10415,2,6,Lexiplus,2016-03-22,Rockford,IL,10,Green Bay,WI,762,334,3494,3902,73,International,7
10416,2,8,Plusity,2016-08-15,Appleton,WI,10,Grand Rapids,MI,393,393,4627,5297,57,International,4
10417,2,6,Quotefix,2016-03-27,Cincinnati,OH,8,Gary,IN,434,206,3131,3682,97,International,6
10418,1,4,Laex,2016-06-05,Dayton,OH,7,Elgin,IL,923,527,2480,269,73,International,5
10419,2,5,Tantax,2016-04-23,Toledo,OH,8,Detriot,MI,865,238,2490,2670,71,International,5
10420,1,6,Solohex,2016-08-05,Lansing,MI,1,Dayton,OH,326,326,7461,7932,65,Intercom,8
10421,1,6,Zapline,2016-01-04,Bangor,MI,1,Davenport,IA,1099,690,8256,8689,58,Domestic,1
10422,1,8,Tamtexon,2016-06-09,Elgin,IL,1,Cincinnati,OH,596,559,3861,4050,64,Domestic,5
10423,1,8,D-Zohex,2016-06-09,Skokie,IL,1,Chicago,IL,757,251,615,1009,94,Domestic,6
10424,2,5,Joyancom,2016-01-25,Kalamazoo,MI,7,Bangor,MI,487,426,2111,2450,63,International,3
10425,2,7,Goodtechno,2016-03-12,Davenport,IA,10,Appleton,WI,1140,710,4002,4367,86,International,1
10426,1,7,Goodquoing,2016-07-22,Milwaukee,WI,4,Springfield,IL,1128,489,1700,2330,78,Domestic,2
10427,1,6,Fasetech,2016-05-17,Springfield,IL,3,Skokie,IL,1019,210,59,296,97,Domestic,5
10428,1,5,Flexplex,2016-03-29,Chicago,IL,3,Rockford,IL,635,426,7381,8067,97,Domestic,4
10429,2,7,Bluezoombam,2016-04-11,Indianapolis,IN,2,Northbrook,IL,994,291,2844,3108,82,Domestic,10
10430,1,5,Cityis,2016-01-23,Northbrook,IL,1,Naperville,IL,528,409,5942,6779,83,Domestic,4
10431,1,7,Kantone,2016-03-11,Detriot,MI,2,Monon,IN,906,319,1581,2182,69,Domestic,8
10432,1,6,Treedrill,2016-05-23,Gary,IN,1,Milwaukee,WI,1056,738,2673,2937,66,Domestic,4
10433,2,7,Stripzim,2016-06-15,Joliet,IL,2,Madison,WI,447,430,5142,5287,92,Domestic,3
10434,1,7,Dingquokix,2016-05-13,Monon,IN,7,Lansing,MI,1138,221,7676,8148,92,International,5
10435,1,6,Ronvivalam,2016-08-31,Madison,WI,6,Kalamazoo,MI,469,300,5940,6656,62,International,3
10436,1,5,Y-Flex,2016-01-23,Green Bay,WI,9,Joliet,IL,266,266,6255,6656,88,International,5
10437,2,4,Faxotfind,2016-03-28,Naperville,IL,9,Indianapolis,IN,280,280,5911,3286,69,International,7
10438,1,6,Warelane,2016-01-25,Rockford,IL,5,Green Bay,WI,929,224,5997,6181,60,International,6
10439,1,5,Hexunobam,2016-02-11,Appleton,WI,2,Grand Rapids,MI,784,731,198,1187,89,Intercom,10
10440,1,6,Quadplanet,2016-07-20,Cincinnati,OH,3,Gary,IN,453,453,183,311,75,Domestic,8
10441,1,6,Opehouse,2016-03-29,Dayton,OH,4,Elgin,IL,791,531,2514,3105,83,Domestic,2
10442,2,8,Ozeris,2016-03-18,Lansing,MI,9,Dayton,OH,265,265,803,978,51,International,9
10443,2,6,Singlejob,2016-06-07,Bangor,MI,10,Davenport,IA,591,201,7485,7774,53,International,5
10444,1,8,Y-Zoom,2016-08-06,Elgin,IL,3,Cincinnati,OH,255,255,3296,4273,50,Domestic,9
10445,2,5,Faxron,2016-06-03,Skokie,IL,4,Chicago,IL,891,200,8380,8740,91,Domestic,8
10446,2,8,Faseron,2016-01-04,Kalamazoo,MI,4,Bangor,MI,1003,302,7392,8099,58,Domestic,6
10447,2,4,Geoit,2016-03-25,Grand Rapids,MI,2,Toledo,OH,268,268,6177,3709,99,Domestic,9
10448,1,8,Planetron,2016-07-27,Milwaukee,WI,2,Springfield,IL,362,328,7043,7694,53,Domestic,3
10449,1,7,Stimcore,2016-08-10,Springfield,IL,2,Skokie,IL,308,308,6684,6964,57,Domestic,2
10450,2,8,Zuntone,2016-05-12,Chicago,IL,4,Rockford,IL,201,201,4839,5146,95,Domestic,1
10451,1,8,Techmedia,2016-02-12,Indianapolis,IN,2,Northbrook,IL,897,691,4174,4316,50,Domestic,4
10452,1,4,Labdox,2016-05-29,Northbrook,IL,7,Naperville,IL,894,789,7760,5750,50,International,6
10453,2,8,Zummatax,2016-07-19,Gary,IN,8,Milwaukee,WI,516,516,5616,6376,57,International,6
10454,1,4,Saokeycane,2016-05-03,Joliet,IL,8,Madison,WI,552,552,3736,1678,74,International,3
10455,1,8,Keystreet,2016-08-16,Monon,IN,6,Lansing,MI,353,258,326,678,70,International,3
10456,1,8,Inzone,2016-07-15,Madison,WI,2,Kalamazoo,MI,1017,221,8562,8875,85,Intercom,3
10457,2,4,Zerlane,2016-01-24,Green Bay,WI,4,Joliet,IL,672,376,3644,1560,84,Domestic,4
10458,1,8,Fixace,2016-01-03,Naperville,IL,2,Indianapolis,IN,1180,439,1930,2770,64,Domestic,1
10459,1,6,Tres-Tone,2016-04-01,Rockford,IL,1,Green Bay,WI,477,234,6954,7115,87,Domestic,8
10460,1,5,Unaity,2016-06-11,Appleton,WI,8,Grand Rapids,MI,1195,586,5137,5404,79,International,6
10461,2,6,Scotline,2016-04-01,Cincinnati,OH,10,Gary,IN,246,246,1043,1897,78,International,2
10462,2,8,Daltcare,2016-06-19,Dayton,OH,2,Elgin,IL,629,286,1175,1282,96,Domestic,1
10463,1,8,Doubleis,2016-07-29,Toledo,OH,4,Detriot,MI,876,357,3740,4523,62,Domestic,7
10464,1,4,Indibase,2016-02-14,Bangor,MI,2,Davenport,IA,475,306,6559,4503,57,Domestic,8
10465,2,5,Dongtinlux,2016-05-10,Elgin,IL,2,Cincinnati,OH,383,383,5734,6388,74,Domestic,9
10466,2,4,Geohigh,2016-05-20,Skokie,IL,1,Chicago,IL,683,486,3812,1533,51,Domestic,1
10467,1,4,Mediaware,2016-05-21,Kalamazoo,MI,2,Bangor,MI,1026,568,4716,3001,87,Domestic,1
10468,2,5,Goldenlex,2016-01-10,Davenport,IA,1,Appleton,WI,675,675,2677,3669,77,Domestic,8
10469,1,5,Canecare,2016-08-22,Grand Rapids,MI,2,Toledo,OH,1111,570,489,1089,56,Domestic,5
10470,2,7,Zumcane,2016-06-19,Milwaukee,WI,6,Springfield,IL,642,642,5333,6082,77,International,5
10471,1,8,Zerhouse,2016-02-21,Springfield,IL,7,Skokie,IL,307,307,3029,3981,91,International,3
10472,1,6,Ganzsannix,2016-07-22,Chicago,IL,9,Rockford,IL,1179,286,2184,2331,57,International,6
10473,2,4,Yearcorporation,2016-05-14,Indianapolis,IN,6,Northbrook,IL,608,517,3658,2453,86,International,6
10474,1,7,Planetline,2016-08-09,Northbrook,IL,9,Naperville,IL,565,215,5451,6260,90,International,5
10475,2,6,Planetware,2016-06-30,Detriot,MI,2,Monon,IN,1130,543,7377,7559,55,Intercom,9
10476,2,7,Indigoice,2016-01-17,Gary,IN,3,Milwaukee,WI,567,404,113,418,90,Domestic,3
10477,2,8,Zotfan,2016-01-23,Joliet,IL,2,Madison,WI,571,361,5270,5537,87,Domestic,6
10478,1,4,Medcan,2016-02-05,Monon,IN,2,Lansing,MI,330,330,3747,1385,68,Domestic,7
10479,2,8,Dentoelectrics,2016-02-15,Green Bay,WI,7,Joliet,IL,795,687,4054,4530,82,International,5
10480,1,5,Conestreet,2016-07-04,Naperville,IL,2,Indianapolis,IN,913,733,884,1319,83,Domestic,3
10481,2,6,Toncode,2016-06-05,Rockford,IL,4,Green Bay,WI,742,733,7120,7692,78,Domestic,8
10482,1,4,Rankphase,2016-04-17,Appleton,WI,2,Grand Rapids,MI,968,374,7960,5505,79,Domestic,2
10483,2,7,Gravemedia,2016-01-02,Cincinnati,OH,3,Gary,IN,724,314,2176,2933,59,Domestic,6
10484,1,4,Alphadax,2016-03-07,Dayton,OH,1,Elgin,IL,349,349,6634,4927,65,Domestic,5
10485,1,8,Citytone,2016-02-23,Toledo,OH,1,Detriot,MI,1190,713,5347,6099,77,Domestic,1
