,id,default_payment,loan_type,gender,owns_car,owns_house,children,income,amount_credit,amount_annuity,good_price,income_type,education,family_status,house_type,population,birth_in_days,days_employed,owns_mobile,working_mobile,occupation,family_members,org_type,default30,days_last_phone_change,cbr_week,cbr_month,cbr_quarter_,cba_year
7630,108893,0,Cash loans,F,N,Y,2,135000.0,900000.0,29164.5,900000.0,Working,Secondary / secondary special,Married,House / apartment,0.020713,-14627,-2190,1,1,Cooking staff,4.0,Self-employed,0.0,-330.0,0.0,0.0,0.0,0.0
23427,127261,0,Cash loans,F,Y,Y,0,81000.0,1125000.0,33025.5,1125000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.015221,-21124,365243,1,1,Unknown,2.0,XNA,0.0,-692.0,0.0,1.0,0.0,0.0
1682,101969,0,Cash loans,F,Y,Y,1,121500.0,448056.0,21919.5,315000.0,Working,Secondary / secondary special,Married,House / apartment,0.007114,-13768,-5285,1,1,Cleaning staff,3.0,School,3.0,-1110.0,0.0,1.0,0.0,0.0
37982,143993,0,Cash loans,F,N,Y,0,180000.0,239850.0,23850.0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.008019,-18184,-3694,1,1,Sales staff,1.0,Self-employed,0.0,-693.0,0.0,0.0,0.0,2.0
20542,123955,1,Cash loans,F,N,Y,0,112500.0,254700.0,20250.0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.011703,-16583,-991,1,1,Sales staff,2.0,Business Entity Type 3,0.0,-464.0,0.0,0.0,0.0,5.0
34370,139824,0,Cash loans,F,N,N,0,157500.0,754740.0,22198.5,630000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.020713,-20725,365243,1,1,Unknown,1.0,XNA,0.0,-362.0,0.0,0.0,1.0,3.0
46245,153573,0,Cash loans,M,Y,Y,2,157500.0,288562.5,22927.5,261000.0,Working,Secondary / secondary special,Married,House / apartment,0.019101,-12659,-1194,1,1,High skill tech staff,4.0,Transport: type 4,0.0,-2542.0,0.0,0.0,0.0,4.0
47312,154784,0,Cash loans,F,N,N,0,90000.0,270000.0,13846.5,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.028663,-22250,365243,1,1,Unknown,2.0,XNA,0.0,-1.0,0.0,0.0,0.0,0.0
47475,154981,0,Revolving loans,F,N,Y,1,157500.0,225000.0,11250.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0.020246,-15363,-4669,1,1,Laborers,3.0,Industry: type 9,0.0,-311.0,0.0,0.0,0.0,0.0
44500,151555,0,Revolving loans,F,N,Y,0,157500.0,225000.0,11250.0,225000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0.005144,-22488,365243,1,1,Unknown,1.0,XNA,0.0,-565.0,0.0,0.0,0.0,1.0
19457,122690,0,Cash loans,F,N,Y,1,202500.0,640080.0,29970.0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.072508,-13344,-309,1,1,Laborers,3.0,Other,0.0,-304.0,0.0,0.0,0.0,0.0
11647,113571,0,Cash loans,F,N,N,2,180000.0,103500.0,12280.5,103500.0,Working,Secondary / secondary special,Married,House / apartment,0.010006,-9084,-1190,1,1,Medicine staff,4.0,Medicine,0.0,-953.0,0.0,0.0,0.0,1.0
31869,136961,0,Revolving loans,F,N,Y,1,67500.0,270000.0,13500.0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.018634,-14873,-405,1,1,Unknown,3.0,Business Entity Type 3,0.0,-342.0,0.0,1.0,2.0,5.0
32704,137903,1,Cash loans,F,N,Y,0,121500.0,958500.0,28156.5,958500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.028663,-21861,365243,1,1,Unknown,2.0,XNA,0.0,-237.0,0.0,0.0,1.0,6.0
23956,127862,0,Cash loans,F,N,Y,0,126000.0,192874.5,17820.0,166500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.020246,-15739,-632,1,1,Drivers,2.0,Business Entity Type 3,0.0,-1358.0,0.0,1.0,0.0,2.0
8565,109972,0,Cash loans,F,N,Y,0,112500.0,604152.0,23769.0,540000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0.010556,-22540,365243,1,1,Unknown,1.0,XNA,0.0,-309.0,0.0,0.0,2.0,4.0
12614,114708,0,Cash loans,M,Y,N,1,202500.0,269550.0,24853.5,225000.0,Working,Secondary / secondary special,Married,With parents,0.025164,-12687,-963,1,1,Laborers,3.0,Business Entity Type 3,0.0,-2421.0,0.0,1.0,2.0,1.0
33341,138628,0,Revolving loans,M,N,N,5,157500.0,135000.0,6750.0,135000.0,State servant,Secondary / secondary special,Married,Rented apartment,0.003541,-13192,-867,1,1,Unknown,7.0,Security,0.0,-392.0,0.0,0.0,0.0,0.0
41544,148100,0,Cash loans,F,N,Y,0,90000.0,239850.0,23850.0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.006629,-23498,365243,1,1,Unknown,2.0,XNA,0.0,0.0,0.0,0.0,0.0,0.0
3497,104082,0,Cash loans,F,N,Y,0,94500.0,808650.0,22234.5,675000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.028663,-20924,365243,1,1,Unknown,1.0,XNA,0.0,-472.0,0.0,0.0,0.0,5.0
5514,106460,0,Cash loans,F,Y,N,1,180000.0,225000.0,22050.0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,0.072508,-14467,-1511,1,1,Unknown,3.0,Other,0.0,-3205.0,0.0,0.0,0.0,0.0
37600,143553,0,Cash loans,F,N,Y,1,45000.0,352044.0,13401.0,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.020246,-16005,-191,1,1,Security staff,3.0,Business Entity Type 3,0.0,-616.0,0.0,0.0,0.0,0.0
20070,123412,0,Cash loans,F,N,Y,0,81000.0,349258.5,18414.0,301500.0,Working,Secondary / secondary special,Married,House / apartment,0.018801,-16202,-643,1,1,Laborers,2.0,Industry: type 3,0.0,-234.0,0.0,0.0,0.0,1.0
31683,136747,0,Cash loans,M,Y,Y,0,180000.0,675000.0,21906.0,675000.0,Working,Secondary / secondary special,Married,House / apartment,0.026392,-18015,-9260,1,1,Laborers,2.0,Industry: type 9,0.0,-717.0,0.0,0.0,0.0,5.0
20248,123627,0,Cash loans,F,N,Y,1,90000.0,360000.0,19660.5,360000.0,Working,Secondary / secondary special,Married,House / apartment,0.028663,-14431,-290,1,1,High skill tech staff,3.0,Business Entity Type 3,0.0,-2013.0,0.0,0.0,0.0,2.0
36625,142418,1,Cash loans,F,N,Y,0,180000.0,526491.0,23319.0,454500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.005084,-20951,365243,1,1,Unknown,1.0,XNA,2.0,-1536.0,0.0,0.0,0.0,2.0
23724,127604,0,Cash loans,F,Y,Y,1,162000.0,544491.0,17694.0,454500.0,Commercial associate,Higher education,Separated,House / apartment,0.011703,-13513,-1627,1,1,Core staff,2.0,Restaurant,0.0,-441.0,0.0,0.0,0.0,0.0
32528,137703,0,Cash loans,M,N,Y,0,157500.0,252000.0,9630.0,252000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0.032561,-20631,-4037,1,1,Security staff,2.0,Business Entity Type 3,0.0,-1140.0,0.0,0.0,1.0,0.0
48447,156105,0,Cash loans,M,N,Y,0,81000.0,352044.0,16542.0,247500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.003122,-16591,-1429,1,1,Laborers,1.0,Self-employed,0.0,-496.0,0.0,0.0,0.0,1.0
34596,140090,0,Revolving loans,F,N,Y,2,139500.0,427500.0,21375.0,427500.0,Working,Secondary / secondary special,Married,House / apartment,0.028663,-13026,-308,1,1,Cooking staff,4.0,Kindergarten,0.0,-1002.0,0.0,1.0,0.0,4.0
7090,108256,0,Cash loans,M,Y,Y,1,157500.0,814041.0,26257.5,679500.0,Working,Secondary / secondary special,Married,House / apartment,0.0105,-18910,-4183,1,1,Laborers,3.0,Business Entity Type 2,0.0,0.0,0.0,0.0,0.0,0.0
5845,106840,0,Cash loans,M,Y,N,0,144000.0,1223010.0,48631.5,1125000.0,State servant,Higher education,Married,House / apartment,0.035792,-13353,-142,1,1,Core staff,2.0,Medicine,0.0,-1613.0,0.0,0.0,0.0,0.0
4395,105137,0,Cash loans,M,Y,N,0,270000.0,473760.0,50269.5,450000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.035792,-22855,365243,1,1,Unknown,2.0,XNA,0.0,-169.0,0.0,0.0,0.0,4.0
20170,123527,0,Cash loans,F,N,Y,0,193500.0,797868.0,25866.0,666000.0,Working,Secondary / secondary special,Widow,House / apartment,0.010147,-20922,-1069,1,1,Security staff,1.0,Security,0.0,-1148.0,0.0,0.0,0.0,1.0
7329,108539,0,Cash loans,M,Y,Y,0,157500.0,585000.0,19143.0,585000.0,Working,Secondary / secondary special,Married,House / apartment,0.028663,-11707,-1265,1,1,Drivers,2.0,Business Entity Type 3,1.0,0.0,0.0,0.0,0.0,0.0
4384,105125,0,Cash loans,F,N,Y,0,157500.0,244584.0,16474.5,193500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.00963,-15899,-6397,1,1,Laborers,2.0,Business Entity Type 2,0.0,-1411.0,0.0,0.0,0.0,2.0
42084,148722,0,Cash loans,F,N,N,0,157500.0,746280.0,54436.5,675000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018029,-11954,-1020,1,1,Sales staff,2.0,Trade: type 7,0.0,-441.0,0.0,1.0,1.0,1.0
29988,134814,0,Cash loans,F,Y,Y,0,135000.0,269550.0,10534.5,225000.0,Working,Secondary / secondary special,Married,House / apartment,0.030755,-22625,-1139,1,1,Cooking staff,2.0,School,0.0,-383.0,0.0,1.0,0.0,0.0
25502,129663,0,Cash loans,M,Y,Y,0,99000.0,313438.5,20943.0,283500.0,Working,Secondary / secondary special,Married,House / apartment,0.008866,-8660,-866,1,1,Laborers,2.0,Transport: type 4,0.0,0.0,0.0,0.0,0.0,0.0
4814,105624,0,Cash loans,F,N,Y,0,67500.0,463500.0,15448.5,463500.0,Working,Secondary / secondary special,Married,House / apartment,0.025164,-18808,-3647,1,1,Medicine staff,2.0,Medicine,0.0,-1765.0,0.0,0.0,0.0,4.0
3611,104217,0,Cash loans,F,Y,N,3,180000.0,526491.0,22261.5,454500.0,Working,Secondary / secondary special,Married,House / apartment,0.008625,-12085,-1257,1,1,Laborers,5.0,Business Entity Type 3,0.0,-1998.0,0.0,0.0,0.0,2.0
3657,104265,0,Cash loans,M,Y,Y,1,135000.0,168102.0,17779.5,148500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-9290,-1521,1,1,Laborers,3.0,Business Entity Type 3,0.0,-1761.0,0.0,0.0,0.0,0.0
41467,148007,0,Cash loans,F,N,Y,1,180000.0,582228.0,17154.0,486000.0,State servant,Higher education,Separated,House / apartment,0.010006,-14799,-3652,1,1,Core staff,2.0,School,0.0,-1838.0,0.0,0.0,0.0,2.0
45916,153199,0,Revolving loans,F,N,Y,0,99000.0,202500.0,10125.0,202500.0,Pensioner,Higher education,Widow,House / apartment,0.035792,-21754,365243,1,1,Unknown,1.0,XNA,0.0,-272.0,0.0,1.0,0.0,3.0
32607,137793,0,Cash loans,F,N,Y,1,45000.0,261288.0,9981.0,171000.0,Working,Secondary / secondary special,Married,House / apartment,0.010147,-15189,-540,1,1,Sales staff,3.0,Trade: type 7,0.0,-1741.0,0.0,1.0,0.0,2.0
28380,132986,0,Cash loans,F,N,Y,1,112500.0,1029681.0,30235.5,859500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.020713,-17383,-484,1,1,Unknown,3.0,Construction,1.0,-2237.0,0.0,0.0,0.0,5.0
24014,127926,0,Cash loans,F,N,Y,2,112500.0,1080000.0,38920.5,1080000.0,Working,Higher education,Married,House / apartment,0.028663,-19700,-10994,1,1,Unknown,4.0,Government,0.0,-1165.0,0.0,0.0,0.0,4.0
13260,115462,0,Cash loans,F,N,Y,0,180000.0,315000.0,16213.5,315000.0,Pensioner,Higher education,Married,House / apartment,0.01452,-21581,365243,1,1,Unknown,2.0,XNA,0.0,-416.0,0.0,0.0,0.0,2.0
3266,103810,1,Revolving loans,F,N,Y,1,81000.0,135000.0,6750.0,135000.0,Working,Secondary / secondary special,Married,With parents,0.001417,-9571,-2609,1,1,Medicine staff,3.0,Other,0.0,-1073.0,0.0,0.0,0.0,0.0
36147,141862,0,Cash loans,M,Y,Y,2,202500.0,490495.5,47911.5,454500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.032561,-13658,-5278,1,1,Drivers,4.0,Business Entity Type 3,0.0,-2651.0,0.0,0.0,0.0,1.0
46369,153711,0,Cash loans,M,Y,N,1,252000.0,954000.0,34398.0,954000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.002506,-10929,-906,1,1,Security staff,3.0,Security,0.0,-643.0,0.0,0.0,0.0,0.0
31890,136986,0,Cash loans,F,Y,N,0,112500.0,1077061.5,34744.5,940500.0,State servant,Higher education,Married,House / apartment,0.019689,-11707,-2299,1,1,Laborers,2.0,Industry: type 11,0.0,-1698.0,0.0,0.0,0.0,1.0
39581,145824,0,Cash loans,F,Y,Y,0,112500.0,495000.0,18315.0,495000.0,Working,Secondary / secondary special,Married,House / apartment,0.019101,-11686,-1183,1,1,Sales staff,2.0,Trade: type 1,0.0,0.0,0.0,0.0,0.0,5.0
5016,105868,0,Cash loans,F,N,Y,0,90000.0,1467072.0,52825.5,1296000.0,Working,Secondary / secondary special,Married,House / apartment,0.009549,-19422,-1198,1,1,Sales staff,2.0,Self-employed,0.0,-424.0,0.0,0.0,0.0,0.0
26630,130957,0,Cash loans,M,N,N,0,112500.0,808650.0,26217.0,675000.0,Working,Secondary / secondary special,Married,House / apartment,0.00702,-13896,-2912,1,1,Managers,2.0,Business Entity Type 3,0.0,0.0,0.0,0.0,0.0,1.0
949,101096,1,Cash loans,M,N,Y,0,112500.0,550980.0,35343.0,450000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.018029,-8824,-757,1,1,Laborers,1.0,Transport: type 2,0.0,0.0,0.0,0.0,1.0,0.0
13182,115363,0,Cash loans,M,N,N,0,180000.0,544491.0,20133.0,454500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.006296,-18389,-6818,1,1,Laborers,2.0,Business Entity Type 2,0.0,-948.0,0.0,0.0,0.0,0.0
25379,129518,0,Revolving loans,F,N,Y,2,45000.0,202500.0,10125.0,202500.0,Working,Secondary / secondary special,Married,House / apartment,0.020713,-13621,-2346,1,1,Cleaning staff,4.0,Business Entity Type 3,0.0,-302.0,0.0,0.0,0.0,0.0
10582,112327,0,Cash loans,F,N,Y,2,90000.0,526500.0,27013.5,526500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.019101,-13734,-3482,1,1,Laborers,4.0,Industry: type 3,0.0,-1732.0,0.0,0.0,0.0,1.0
39552,145792,0,Cash loans,F,Y,Y,0,76500.0,942300.0,27679.5,675000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.032561,-19217,-620,1,1,Laborers,2.0,Business Entity Type 3,0.0,-1440.0,0.0,1.0,0.0,1.0
26981,131361,0,Revolving loans,F,Y,Y,0,99000.0,247500.0,12375.0,247500.0,Working,Secondary / secondary special,Married,House / apartment,0.030755,-18260,-4451,1,1,Core staff,2.0,School,0.0,-1426.0,0.0,0.0,0.0,5.0
16442,119176,0,Cash loans,M,N,N,0,112500.0,381528.0,12316.5,315000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.035792,-22469,365243,1,1,Unknown,2.0,XNA,0.0,-1.0,0.0,0.0,0.0,0.0
29995,134821,0,Cash loans,M,Y,N,2,202500.0,738000.0,26275.5,738000.0,Working,Secondary / secondary special,Married,House / apartment,0.010147,-11143,-4597,1,1,Unknown,4.0,Self-employed,0.0,-247.0,0.0,0.0,0.0,4.0
30623,135544,0,Cash loans,F,N,N,0,225000.0,166500.0,16218.0,166500.0,State servant,Secondary / secondary special,Married,House / apartment,0.001276,-14786,-184,1,1,Cleaning staff,2.0,School,0.0,-1.0,0.0,0.0,0.0,0.0
39004,145175,0,Cash loans,F,N,N,1,225000.0,900000.0,38133.0,900000.0,Working,Secondary / secondary special,Married,Municipal apartment,0.072508,-13638,-3494,1,1,Unknown,3.0,Housing,0.0,-2545.0,0.0,9.0,0.0,2.0
10814,112588,0,Cash loans,F,N,N,0,126000.0,1255680.0,41629.5,1125000.0,Commercial associate,Higher education,Married,Rented apartment,0.007305,-12405,-1442,1,1,Unknown,2.0,Hotel,0.0,-2051.0,0.0,0.0,0.0,1.0
22823,126560,0,Cash loans,M,Y,Y,0,108000.0,502893.0,24192.0,502893.0,Working,Incomplete higher,Civil marriage,House / apartment,0.035792,-10269,-1478,1,1,Drivers,2.0,Business Entity Type 3,0.0,-1011.0,0.0,0.0,0.0,5.0
38351,144415,0,Cash loans,M,Y,Y,0,270000.0,904608.0,29313.0,648000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.032561,-15178,-1250,1,1,Drivers,1.0,Industry: type 2,0.0,-1844.0,0.0,1.0,1.0,3.0
16510,119259,0,Revolving loans,F,Y,Y,0,112500.0,202500.0,10125.0,202500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0.018209,-23671,365243,1,1,Unknown,1.0,XNA,0.0,-1512.0,0.0,1.0,0.0,3.0
29010,133707,0,Cash loans,F,N,Y,2,225000.0,942300.0,26041.5,675000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.011703,-11402,-2536,1,1,Unknown,4.0,Business Entity Type 3,0.0,-195.0,0.0,0.0,0.0,3.0
34853,140387,0,Cash loans,F,Y,Y,0,216000.0,1155226.5,33907.5,904500.0,Working,Secondary / secondary special,Married,Office apartment,0.022625,-17099,-5030,1,1,Laborers,2.0,Self-employed,0.0,-959.0,0.0,0.0,1.0,6.0
33798,139155,0,Cash loans,F,N,Y,1,90000.0,1312110.0,52168.5,1125000.0,Working,Incomplete higher,Married,House / apartment,0.008068,-10994,-1670,1,1,Medicine staff,3.0,Medicine,0.0,0.0,0.0,0.0,0.0,1.0
32212,137347,0,Cash loans,F,N,N,0,202500.0,450000.0,28759.5,450000.0,Working,Higher education,Married,House / apartment,0.030755,-15956,-2406,1,1,Core staff,2.0,Kindergarten,0.0,-2064.0,0.0,1.0,0.0,0.0
17636,120563,0,Cash loans,F,N,N,0,162000.0,521280.0,41062.5,450000.0,Working,Incomplete higher,Single / not married,With parents,0.014464,-11209,-522,1,1,High skill tech staff,1.0,Business Entity Type 3,0.0,-387.0,0.0,0.0,0.0,0.0
44411,151448,0,Cash loans,M,N,Y,1,193500.0,363190.5,39244.5,328500.0,Working,Secondary / secondary special,Married,House / apartment,0.04622,-9404,-1099,1,1,Laborers,3.0,Industry: type 9,0.0,-219.0,0.0,0.0,0.0,3.0
38466,144540,0,Cash loans,M,N,N,0,90000.0,208854.0,22288.5,184500.0,Working,Secondary / secondary special,Married,House / apartment,0.035792,-19252,-1287,1,1,Laborers,2.0,Self-employed,0.0,-1697.0,0.0,0.0,0.0,0.0
47198,154657,1,Cash loans,M,N,N,0,135000.0,180000.0,14220.0,180000.0,Working,Secondary / secondary special,Married,House / apartment,0.01452,-11377,-944,1,1,Sales staff,2.0,Self-employed,0.0,-567.0,0.0,0.0,0.0,0.0
21296,124810,0,Cash loans,F,N,N,0,112500.0,545040.0,25537.5,450000.0,State servant,Secondary / secondary special,Married,House / apartment,0.01452,-12978,-1175,1,1,Unknown,2.0,Other,0.0,-916.0,0.0,0.0,0.0,1.0
19138,122328,0,Cash loans,F,N,Y,0,135000.0,474048.0,24331.5,360000.0,Commercial associate,Incomplete higher,Married,House / apartment,0.025164,-10149,-624,1,1,Core staff,2.0,Bank,0.0,-816.0,0.0,0.0,2.0,2.0
25929,130150,0,Cash loans,M,N,Y,0,112500.0,1256400.0,36864.0,900000.0,Commercial associate,Lower secondary,Single / not married,House / apartment,0.016612,-22102,-11807,1,1,Laborers,1.0,Business Entity Type 3,0.0,-1014.0,0.0,0.0,0.0,0.0
24613,128634,0,Cash loans,M,Y,Y,0,67500.0,604413.0,20106.0,459000.0,Pensioner,Higher education,Married,House / apartment,0.01885,-22348,365243,1,1,Unknown,2.0,XNA,0.0,-2583.0,1.0,0.0,1.0,1.0
6224,107269,0,Cash loans,M,N,Y,0,157500.0,521280.0,35262.0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-12627,-302,1,1,Laborers,2.0,Business Entity Type 1,0.0,-12.0,0.0,0.0,0.0,0.0
27701,132205,0,Revolving loans,M,Y,Y,0,157500.0,270000.0,13500.0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.015221,-14738,-1318,1,1,High skill tech staff,2.0,Construction,2.0,-444.0,0.0,0.0,0.0,1.0
25656,129837,0,Cash loans,M,N,Y,0,112500.0,945000.0,39127.5,945000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.026392,-18726,365243,1,1,Unknown,2.0,XNA,0.0,-2501.0,0.0,1.0,0.0,0.0
42546,149243,0,Cash loans,M,Y,Y,0,225000.0,675000.0,34596.0,675000.0,Working,Higher education,Married,House / apartment,0.019101,-11889,-2628,1,1,Managers,2.0,Housing,1.0,0.0,0.0,0.0,0.0,2.0
31798,136882,0,Cash loans,F,N,N,1,144000.0,497520.0,53712.0,450000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.04622,-11998,-453,1,1,Sales staff,2.0,Business Entity Type 3,0.0,-1075.0,0.0,0.0,0.0,6.0
9728,111320,1,Cash loans,M,N,Y,0,76500.0,610335.0,22050.0,463500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.008625,-12399,-4361,1,1,Core staff,1.0,Restaurant,0.0,-353.0,0.0,0.0,0.0,0.0
15700,118318,0,Cash loans,F,N,N,3,180000.0,473760.0,51151.5,450000.0,Working,Secondary / secondary special,Married,Rented apartment,0.020713,-13312,-3317,1,1,Managers,5.0,Business Entity Type 3,0.0,-320.0,0.0,0.0,0.0,0.0
40523,146933,0,Cash loans,M,N,N,1,270000.0,1286608.5,51156.0,1183500.0,Working,Secondary / secondary special,Civil marriage,With parents,0.00712,-15024,-3353,1,1,Core staff,3.0,Police,0.0,-1731.0,0.0,4.0,0.0,2.0
21654,125226,0,Cash loans,M,Y,N,0,180000.0,450000.0,30073.5,450000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.022625,-12543,-1210,1,1,Managers,1.0,Business Entity Type 3,0.0,-981.0,0.0,0.0,0.0,2.0
11457,113340,0,Cash loans,M,Y,Y,0,90000.0,460858.5,16681.5,324000.0,Working,Secondary / secondary special,Married,House / apartment,0.035792,-22334,-3694,1,1,Security staff,2.0,School,1.0,-1805.0,0.0,0.0,0.0,3.0
8115,109463,0,Cash loans,F,N,Y,0,60750.0,95940.0,9616.5,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.010556,-24760,365243,1,1,Unknown,1.0,XNA,0.0,-370.0,0.0,0.0,0.0,0.0
13761,116039,0,Cash loans,F,N,N,2,90000.0,284400.0,13963.5,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-11825,-2160,1,1,Cooking staff,4.0,Business Entity Type 3,0.0,-1746.0,0.0,0.0,0.0,1.0
38208,144246,0,Cash loans,M,N,Y,1,180000.0,401386.5,21771.0,346500.0,Working,Higher education,Married,House / apartment,0.020246,-9441,-1235,1,1,Managers,3.0,Self-employed,0.0,-865.0,0.0,0.0,1.0,2.0
24268,128231,0,Cash loans,M,Y,Y,0,144000.0,675000.0,32602.5,675000.0,Working,Secondary / secondary special,Married,House / apartment,0.010643,-19923,-2624,1,1,Drivers,2.0,Business Entity Type 3,0.0,-812.0,0.0,0.0,0.0,1.0
44127,151116,0,Cash loans,M,N,N,0,157500.0,337500.0,26662.5,337500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.026392,-8076,-1003,1,1,Cooking staff,1.0,Business Entity Type 3,0.0,-116.0,0.0,1.0,0.0,2.0
33930,139323,0,Cash loans,M,Y,Y,0,135000.0,765000.0,39190.5,765000.0,Working,Secondary / secondary special,Married,House / apartment,0.015221,-9159,-1965,1,1,Drivers,2.0,Police,0.0,-887.0,0.0,0.0,0.0,2.0
45869,153147,0,Revolving loans,M,Y,N,0,162000.0,270000.0,13500.0,270000.0,Working,Higher education,Married,With parents,0.025164,-11239,-1584,1,1,Core staff,2.0,Self-employed,0.0,-279.0,0.0,0.0,0.0,3.0
9984,111615,1,Cash loans,M,Y,Y,0,180000.0,1288350.0,37795.5,1125000.0,Working,Secondary / secondary special,Married,House / apartment,0.01885,-23646,-7784,1,1,Drivers,2.0,Business Entity Type 3,0.0,-1517.0,0.0,0.0,0.0,0.0
38347,144411,0,Cash loans,F,N,Y,0,121500.0,117162.0,11718.0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.016612,-18431,-3565,1,1,Unknown,1.0,Services,0.0,-1809.0,0.0,0.0,0.0,0.0
16636,119407,0,Cash loans,F,N,Y,1,99000.0,178290.0,11034.0,157500.0,Working,Secondary / secondary special,Married,House / apartment,0.018634,-14187,-2370,1,1,Laborers,3.0,Business Entity Type 3,0.0,-484.0,0.0,0.0,0.0,2.0
2259,102647,0,Cash loans,F,Y,Y,0,63000.0,609187.5,26964.0,544500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.035792,-21715,365243,1,1,Unknown,2.0,XNA,0.0,-893.0,0.0,0.0,0.0,0.0
13862,116160,0,Cash loans,F,Y,Y,0,225000.0,454500.0,27936.0,454500.0,Commercial associate,Higher education,Civil marriage,House / apartment,0.026392,-10128,-215,1,1,Unknown,2.0,Business Entity Type 3,1.0,-212.0,0.0,1.0,0.0,2.0
42886,149650,0,Cash loans,F,N,N,0,171000.0,787500.0,23026.5,787500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.008625,-20567,365243,1,1,Unknown,2.0,XNA,1.0,-2578.0,0.0,0.0,0.0,5.0
42660,149385,0,Cash loans,F,N,Y,2,135000.0,679500.0,28786.5,679500.0,Working,Secondary / secondary special,Married,House / apartment,0.02461,-11338,-247,1,1,Sales staff,4.0,Business Entity Type 1,1.0,-1866.0,0.0,0.0,0.0,0.0
41115,147609,0,Cash loans,M,N,N,1,180000.0,1288350.0,37800.0,1125000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.030755,-10012,-1750,1,1,Laborers,3.0,Self-employed,0.0,-114.0,0.0,1.0,0.0,5.0
5397,106317,0,Cash loans,M,Y,Y,0,225000.0,696528.0,55161.0,630000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.072508,-18503,-446,1,1,Unknown,2.0,Government,0.0,-1723.0,0.0,0.0,0.0,0.0
706,100815,0,Cash loans,M,Y,Y,0,112500.0,225000.0,12694.5,225000.0,Pensioner,Higher education,Married,House / apartment,0.01885,-22725,365243,1,1,Unknown,2.0,XNA,0.0,-170.0,0.0,0.0,0.0,2.0
32,100037,0,Cash loans,F,N,N,0,90000.0,199008.0,20893.5,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.010032,-12974,-4404,1,1,Laborers,2.0,Business Entity Type 2,0.0,-2766.0,0.0,0.0,0.0,2.0
34092,139501,0,Cash loans,M,Y,Y,1,144000.0,592560.0,35937.0,450000.0,Working,Secondary / secondary special,Married,House / apartment,0.025164,-11809,-1414,1,1,Laborers,3.0,Business Entity Type 3,0.0,-1338.0,0.0,0.0,0.0,1.0
20372,123768,0,Cash loans,F,Y,N,2,112500.0,640080.0,31261.5,450000.0,Working,Secondary / secondary special,Married,With parents,0.020246,-12682,-2672,1,1,Core staff,4.0,Government,0.0,-1585.0,0.0,0.0,0.0,1.0
