,id,default_payment,loan_type,gender,owns_car,owns_house,children,income,amount_credit,amount_annuity,good_price,income_type,education,family_status,house_type,population,birth_in_days,days_employed,owns_mobile,working_mobile,occupation,family_members,org_type,default30,days_last_phone_change,cbr_week,cbr_month,cbr_quarter_,cba_year
21746,125332,0,Cash loans,M,N,Y,0,211500.0,755190.0,38686.5,675000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,0.019101,-20155,-994,1,1,Laborers,1.0,Construction,0.0,0.0,0.0,0.0,0.0,1.0
48270,155900,0,Cash loans,F,N,Y,0,225000.0,1467612.0,58203.0,1350000.0,Working,Secondary / secondary special,Married,House / apartment,0.035792,-19457,-703,1,1,Sales staff,2.0,Trade: type 7,1.0,-431.0,0.0,0.0,0.0,2.0
39114,145297,1,Cash loans,M,N,Y,1,211500.0,808650.0,31333.5,675000.0,Working,Secondary / secondary special,Married,House / apartment,0.010276,-15966,-2693,1,1,Unknown,3.0,Business Entity Type 3,0.0,0.0,0.0,0.0,0.0,3.0
9064,110539,0,Cash loans,F,N,Y,0,337500.0,497520.0,53712.0,450000.0,Working,Secondary / secondary special,Married,House / apartment,0.02461,-17612,-208,1,1,Sales staff,2.0,Self-employed,1.0,-1493.0,0.0,0.0,0.0,5.0
14446,116852,0,Cash loans,F,Y,Y,0,76500.0,270000.0,15628.5,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.015221,-20636,365243,1,1,Unknown,2.0,XNA,0.0,-545.0,0.0,1.0,0.0,3.0
35998,141700,1,Revolving loans,F,N,N,0,90000.0,135000.0,6750.0,135000.0,Working,Secondary / secondary special,Single / not married,With parents,0.008625,-8085,-381,1,1,Medicine staff,1.0,Other,0.0,-646.0,0.0,0.0,0.0,0.0
2150,102526,0,Revolving loans,F,N,Y,0,67500.0,135000.0,6750.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0.020246,-18413,-227,1,1,Sales staff,2.0,Self-employed,0.0,-1228.0,0.0,0.0,1.0,3.0
39222,145427,0,Cash loans,F,Y,Y,3,270000.0,1800000.0,62698.5,1800000.0,Working,Higher education,Married,House / apartment,0.009175,-13536,-6047,1,1,Core staff,5.0,School,0.0,-2362.0,0.0,0.0,0.0,0.0
16807,119599,0,Cash loans,F,N,N,0,58500.0,242595.0,16542.0,202500.0,Commercial associate,Secondary / secondary special,Married,With parents,0.019689,-14168,-231,1,1,Sales staff,2.0,Other,0.0,0.0,0.0,0.0,0.0,0.0
49296,157068,1,Cash loans,F,N,Y,0,112500.0,365175.0,17892.0,301500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.00702,-20446,365243,1,1,Unknown,2.0,XNA,0.0,-293.0,0.0,0.0,2.0,7.0
8373,109756,0,Cash loans,M,Y,Y,1,360000.0,1575000.0,60120.0,1575000.0,Working,Incomplete higher,Married,House / apartment,0.01452,-14017,-4861,1,1,Unknown,3.0,Self-employed,0.0,-904.0,0.0,0.0,0.0,2.0
24677,128703,0,Revolving loans,M,N,N,0,157500.0,180000.0,9000.0,180000.0,Commercial associate,Higher education,Married,With parents,0.01452,-10838,-1012,1,1,Sales staff,2.0,Trade: type 7,1.0,-404.0,0.0,0.0,0.0,2.0
40078,146425,1,Cash loans,F,N,N,0,67500.0,225000.0,10944.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0.010643,-10833,-3824,1,1,Unknown,2.0,Industry: type 11,0.0,-1728.0,0.0,0.0,0.0,2.0
43259,150069,0,Cash loans,M,Y,Y,1,450000.0,1258726.5,70416.0,1138500.0,Working,Secondary / secondary special,Married,Office apartment,0.006671,-17618,-1924,1,1,Laborers,3.0,Business Entity Type 2,0.0,-940.0,0.0,0.0,1.0,0.0
10434,112151,0,Cash loans,F,N,Y,0,225000.0,445500.0,16132.5,445500.0,State servant,Higher education,Widow,House / apartment,0.0228,-20464,-9517,1,1,Unknown,1.0,Other,0.0,-3338.0,0.0,0.0,0.0,2.0
22732,126447,0,Revolving loans,F,N,Y,0,126000.0,450000.0,22500.0,450000.0,Pensioner,Incomplete higher,Married,House / apartment,0.002042,-21501,365243,1,1,Unknown,2.0,XNA,0.0,-379.0,0.0,0.0,0.0,2.0
30639,135560,0,Cash loans,M,N,N,0,112500.0,388512.0,35761.5,360000.0,Working,Secondary / secondary special,Married,Municipal apartment,0.010032,-16851,-1905,1,1,Laborers,2.0,Business Entity Type 3,0.0,-331.0,0.0,0.0,1.0,0.0
29359,134095,0,Cash loans,F,Y,N,0,157500.0,508495.5,21672.0,454500.0,Working,Secondary / secondary special,Married,House / apartment,0.006296,-16937,-3053,1,1,Medicine staff,2.0,Business Entity Type 3,0.0,-988.0,0.0,0.0,1.0,1.0
7100,108266,0,Cash loans,F,N,Y,0,157500.0,900000.0,25924.5,900000.0,Commercial associate,Higher education,Married,House / apartment,0.01452,-20259,-1605,1,1,Accountants,2.0,Transport: type 4,0.0,-1485.0,0.0,1.0,0.0,2.0
11464,113348,0,Cash loans,M,Y,Y,1,180000.0,1024740.0,55719.0,900000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.031329,-14455,-753,1,1,Managers,3.0,Business Entity Type 3,0.0,-2242.0,0.0,0.0,1.0,0.0
14958,117462,0,Cash loans,M,Y,N,2,90000.0,450000.0,20979.0,450000.0,Working,Secondary / secondary special,Married,House / apartment,0.035792,-15716,-81,1,1,Laborers,4.0,Business Entity Type 3,0.0,-2173.0,0.0,0.0,1.0,2.0
27361,131799,0,Cash loans,M,N,Y,0,202500.0,1762110.0,46480.5,1575000.0,Commercial associate,Higher education,Married,House / apartment,0.006233,-20770,-2095,1,1,High skill tech staff,2.0,Telecom,0.0,-2555.0,0.0,2.0,0.0,0.0
43855,150780,0,Revolving loans,M,Y,Y,0,180000.0,540000.0,27000.0,540000.0,Working,Secondary / secondary special,Married,House / apartment,0.030755,-16682,-3183,1,1,Laborers,2.0,Business Entity Type 2,0.0,-626.0,0.0,0.0,0.0,1.0
37768,143749,0,Cash loans,F,N,Y,0,135000.0,436032.0,21339.0,360000.0,Working,Secondary / secondary special,Married,House / apartment,0.01885,-17420,-504,1,1,Core staff,2.0,Hotel,0.0,-1959.0,0.0,0.0,0.0,3.0
18171,121194,0,Cash loans,M,Y,Y,0,270000.0,540000.0,31131.0,540000.0,Pensioner,Higher education,Married,House / apartment,0.011657,-17599,365243,1,1,Unknown,2.0,XNA,0.0,-3494.0,0.0,0.0,0.0,0.0
25419,129567,1,Revolving loans,F,N,Y,0,135000.0,270000.0,13500.0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,0.035792,-10118,-625,1,1,Core staff,1.0,Business Entity Type 3,0.0,-1163.0,0.0,0.0,0.0,0.0
5851,106847,0,Revolving loans,F,N,Y,0,112500.0,630000.0,31500.0,630000.0,Working,Secondary / secondary special,Married,House / apartment,0.028663,-19314,-4028,1,1,Medicine staff,2.0,Medicine,0.0,-2075.0,0.0,0.0,0.0,6.0
27189,131600,0,Cash loans,F,N,Y,0,112500.0,153000.0,10881.0,153000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.026392,-12340,-816,1,1,Unknown,2.0,Business Entity Type 3,0.0,-172.0,0.0,0.0,0.0,0.0
48004,155599,0,Cash loans,F,Y,Y,2,315000.0,877500.0,25785.0,877500.0,Commercial associate,Higher education,Married,House / apartment,0.010032,-14015,-2717,1,1,Managers,4.0,Business Entity Type 3,0.0,-2076.0,0.0,0.0,0.0,0.0
37691,143659,0,Cash loans,F,Y,N,0,225000.0,491823.0,20965.5,373500.0,Commercial associate,Secondary / secondary special,Civil marriage,Office apartment,0.02461,-17022,-2428,1,1,Medicine staff,2.0,Other,0.0,-592.0,0.0,0.0,0.0,1.0
38471,144545,0,Revolving loans,F,N,Y,0,157500.0,180000.0,9000.0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.035792,-19719,365243,1,1,Unknown,2.0,XNA,0.0,-496.0,0.0,0.0,0.0,3.0
45976,153273,0,Cash loans,M,Y,Y,0,90000.0,99576.0,5211.0,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.022625,-8068,-762,1,1,Laborers,1.0,Transport: type 4,0.0,-578.0,0.0,1.0,0.0,0.0
378,100435,0,Cash loans,F,N,Y,0,112500.0,450000.0,16294.5,450000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.035792,-16462,-4690,1,1,Unknown,1.0,Industry: type 9,0.0,-2327.0,0.0,0.0,0.0,0.0
34741,140258,0,Cash loans,F,N,Y,1,157500.0,405000.0,11268.0,405000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.0105,-9574,-1610,1,1,Cooking staff,2.0,Business Entity Type 3,0.0,-1111.0,0.0,0.0,4.0,0.0
13500,115735,0,Cash loans,F,N,Y,1,202500.0,1006920.0,39933.0,900000.0,Working,Higher education,Separated,House / apartment,0.006305,-14722,-1750,1,1,Core staff,2.0,Self-employed,0.0,-6.0,0.0,0.0,0.0,1.0
30166,135014,0,Cash loans,F,Y,Y,2,112500.0,829584.0,29925.0,630000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018801,-16152,-219,1,1,Core staff,4.0,Self-employed,0.0,0.0,0.0,0.0,0.0,0.0
38667,144788,0,Cash loans,M,N,Y,1,180000.0,553806.0,24525.0,495000.0,Working,Secondary / secondary special,Separated,House / apartment,0.010032,-14747,-4367,1,1,Laborers,2.0,Other,0.0,-817.0,0.0,0.0,0.0,0.0
10884,112666,0,Cash loans,F,N,Y,0,90000.0,324216.0,19962.0,256500.0,Pensioner,Higher education,Married,House / apartment,0.008625,-21896,365243,1,1,Unknown,2.0,XNA,0.0,-1151.0,1.0,0.0,0.0,3.0
48499,156165,0,Cash loans,M,N,N,0,67500.0,291384.0,22549.5,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.002042,-20982,-1304,1,1,Laborers,2.0,Business Entity Type 3,0.0,-889.0,0.0,0.0,0.0,0.0
29004,133700,0,Cash loans,F,N,Y,0,270000.0,500490.0,48888.0,450000.0,State servant,Higher education,Separated,House / apartment,0.04622,-17533,-3885,1,1,Core staff,1.0,School,0.0,-313.0,0.0,0.0,0.0,0.0
30293,135158,0,Cash loans,F,N,Y,0,54000.0,178290.0,17496.0,157500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.014464,-20836,365243,1,1,Unknown,2.0,XNA,0.0,-2679.0,0.0,0.0,0.0,3.0
37656,143623,0,Cash loans,F,N,Y,1,103500.0,566055.0,16353.0,472500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.031329,-16098,-446,1,1,Unknown,2.0,Industry: type 11,0.0,-1926.0,0.0,0.0,0.0,0.0
14685,117132,0,Cash loans,F,N,N,1,180000.0,225000.0,11781.0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.032561,-10108,-2763,1,1,Unknown,3.0,Business Entity Type 3,0.0,-125.0,0.0,0.0,0.0,0.0
10237,111920,1,Cash loans,F,N,Y,0,180000.0,469152.0,31864.5,405000.0,Working,Secondary / secondary special,Married,House / apartment,0.025164,-18828,-601,1,1,Unknown,2.0,Business Entity Type 2,0.0,0.0,0.0,0.0,1.0,4.0
8292,109668,0,Cash loans,M,N,N,0,90000.0,288873.0,19435.5,238500.0,Working,Secondary / secondary special,Single / not married,With parents,0.010147,-8619,-1255,1,1,Laborers,1.0,Self-employed,0.0,-945.0,0.0,0.0,0.0,2.0
6694,107812,0,Cash loans,F,Y,Y,0,612000.0,882000.0,26869.5,882000.0,Commercial associate,Higher education,Single / not married,House / apartment,0.00733,-9338,-147,1,1,Managers,1.0,Transport: type 4,0.0,-1085.0,0.0,0.0,0.0,1.0
1804,102110,0,Cash loans,M,N,Y,0,135000.0,225000.0,8082.0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,0.019101,-16107,-607,1,1,Laborers,2.0,Self-employed,0.0,-1501.0,0.0,0.0,0.0,1.0
12821,114944,0,Cash loans,M,Y,Y,0,270000.0,308133.0,20974.5,234000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.010032,-10496,-1186,1,1,Cooking staff,2.0,Business Entity Type 3,0.0,-304.0,0.0,0.0,0.0,6.0
13262,115465,0,Cash loans,F,N,Y,0,247500.0,533668.5,21010.5,477000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.00702,-21061,365243,1,1,Unknown,1.0,XNA,0.0,-2079.0,0.0,1.0,0.0,2.0
2375,102779,0,Cash loans,F,N,Y,0,29250.0,152820.0,10080.0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.019101,-24149,365243,1,1,Unknown,1.0,XNA,0.0,-885.0,0.0,0.0,0.0,2.0
14580,117014,0,Cash loans,M,Y,Y,1,202500.0,733315.5,43006.5,679500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.020713,-16404,-609,1,1,Drivers,3.0,Government,0.0,0.0,0.0,0.0,0.0,0.0
21607,125169,0,Cash loans,F,N,N,0,117000.0,263686.5,13522.5,238500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.018634,-23150,365243,1,1,Unknown,1.0,XNA,1.0,-3.0,0.0,0.0,0.0,0.0
41629,148197,0,Cash loans,F,Y,N,0,67500.0,755190.0,33394.5,675000.0,Working,Secondary / secondary special,Married,House / apartment,0.019101,-19708,-12426,1,1,Cooking staff,2.0,Other,0.0,-2884.0,0.0,0.0,0.0,2.0
46598,153978,0,Cash loans,F,N,Y,2,54000.0,188460.0,8428.5,135000.0,Working,Secondary / secondary special,Married,House / apartment,0.00963,-10456,-792,1,1,Laborers,4.0,Business Entity Type 3,0.0,-540.0,0.0,0.0,0.0,0.0
3656,104264,0,Cash loans,F,Y,Y,0,720000.0,1928304.0,71590.5,1800000.0,Commercial associate,Higher education,Married,House / apartment,0.011703,-14418,-2289,1,1,Managers,2.0,Business Entity Type 3,0.0,0.0,0.0,0.0,0.0,1.0
18388,121450,0,Cash loans,F,N,Y,0,180000.0,1058197.5,38137.5,913500.0,Working,Secondary / secondary special,Married,House / apartment,0.01885,-15760,-1519,1,1,Unknown,2.0,School,0.0,-1799.0,0.0,1.0,0.0,2.0
28609,133249,0,Cash loans,F,N,Y,1,315000.0,1338354.0,53208.0,1147500.0,Commercial associate,Higher education,Civil marriage,House / apartment,0.032561,-13933,-348,1,1,Accountants,3.0,Business Entity Type 3,0.0,-2009.0,0.0,1.0,0.0,0.0
36351,142095,0,Cash loans,F,N,N,1,135000.0,640080.0,31261.5,450000.0,Working,Secondary / secondary special,Married,House / apartment,0.018801,-11989,-528,1,1,Unknown,3.0,Business Entity Type 3,0.0,0.0,0.0,0.0,0.0,2.0
24045,127963,1,Cash loans,M,Y,Y,0,157500.0,444420.0,30195.0,337500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.006629,-10812,-903,1,1,Core staff,1.0,Restaurant,0.0,-334.0,0.0,0.0,0.0,9.0
14216,116573,0,Cash loans,F,N,Y,1,247500.0,490374.0,38871.0,400500.0,Working,Incomplete higher,Married,House / apartment,0.003818,-14821,-4823,1,1,Private service staff,3.0,Services,0.0,-2380.0,0.0,0.0,0.0,3.0
5552,106501,0,Cash loans,F,N,Y,0,99000.0,450000.0,25128.0,450000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.0228,-18377,-2527,1,1,Cleaning staff,2.0,Housing,0.0,-3223.0,0.0,0.0,0.0,1.0
35273,140860,0,Cash loans,F,N,Y,0,157500.0,1113840.0,47322.0,900000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.031329,-19428,-1731,1,1,Laborers,1.0,Other,1.0,-1187.0,0.0,0.0,0.0,1.0
27113,131515,0,Cash loans,F,N,Y,0,225000.0,1078200.0,31653.0,900000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.009334,-20070,-7865,1,1,Unknown,1.0,Self-employed,0.0,-450.0,0.0,0.0,0.0,1.0
44009,150967,0,Cash loans,M,N,Y,0,157500.0,152820.0,16177.5,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.018634,-24259,365243,1,1,Unknown,2.0,XNA,0.0,0.0,0.0,0.0,0.0,6.0
10428,112143,0,Revolving loans,F,N,Y,1,112500.0,135000.0,6750.0,135000.0,Working,Secondary / secondary special,Married,Municipal apartment,0.005144,-16866,-4015,1,1,Medicine staff,3.0,Medicine,0.0,0.0,0.0,0.0,0.0,0.0
950,101098,0,Cash loans,F,Y,N,1,180000.0,1096020.0,59589.0,900000.0,Working,Higher education,Civil marriage,House / apartment,0.019689,-11215,-298,1,1,Sales staff,3.0,Business Entity Type 3,0.0,-1554.0,1.0,0.0,0.0,1.0
24669,128693,0,Cash loans,F,N,Y,1,180000.0,1223010.0,48631.5,1125000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.020246,-14412,-4614,1,1,Unknown,3.0,Emergency,0.0,-1814.0,0.0,0.0,0.0,3.0
46363,153702,0,Cash loans,F,Y,Y,0,112500.0,675000.0,28728.0,675000.0,Commercial associate,Higher education,Married,House / apartment,0.026392,-18642,-151,1,1,Core staff,2.0,Hotel,0.0,0.0,0.0,1.0,0.0,1.0
17572,120494,0,Cash loans,M,N,Y,0,67500.0,553806.0,26770.5,495000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.025164,-12104,-184,1,1,Unknown,1.0,Self-employed,0.0,-1050.0,0.0,0.0,0.0,1.0
434,100501,0,Cash loans,M,N,N,1,247500.0,1125000.0,29808.0,1125000.0,Working,Higher education,Single / not married,House / apartment,0.007274,-13816,-1870,1,1,Laborers,2.0,Electricity,1.0,-2.0,0.0,1.0,0.0,0.0
20478,123885,0,Revolving loans,F,N,Y,0,247500.0,720000.0,36000.0,720000.0,Commercial associate,Higher education,Single / not married,House / apartment,0.04622,-20851,-898,1,1,Unknown,1.0,Business Entity Type 3,0.0,-147.0,0.0,1.0,0.0,1.0
35631,141262,0,Cash loans,M,Y,Y,1,337500.0,328851.0,26365.5,274500.0,Working,Higher education,Separated,House / apartment,0.009175,-14018,-3800,1,1,Drivers,2.0,Industry: type 9,0.0,0.0,0.0,0.0,0.0,0.0
1194,101408,0,Cash loans,F,N,N,0,180000.0,746271.0,29727.0,603000.0,Working,Secondary / secondary special,Married,House / apartment,0.004849,-15926,-2729,1,1,Cleaning staff,2.0,Construction,0.0,-1771.0,0.0,0.0,0.0,3.0
5671,106635,0,Cash loans,F,N,Y,0,135000.0,808650.0,23773.5,675000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.018029,-21755,365243,1,1,Unknown,1.0,XNA,0.0,-2199.0,0.0,0.0,0.0,0.0
32223,137361,0,Cash loans,F,N,Y,0,54000.0,225000.0,12564.0,225000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0.018801,-22488,365243,1,1,Unknown,1.0,XNA,0.0,-1512.0,0.0,0.0,0.0,0.0
17356,120244,0,Cash loans,F,Y,N,0,157500.0,983160.0,62833.5,900000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-15300,-4295,1,1,Laborers,2.0,Construction,2.0,-1025.0,0.0,1.0,0.0,0.0
36253,141978,0,Cash loans,F,Y,Y,0,90000.0,568197.0,27463.5,490500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.006852,-22801,365243,1,1,Unknown,1.0,XNA,0.0,-1545.0,0.0,1.0,0.0,1.0
43999,150957,0,Cash loans,M,N,Y,0,103500.0,490495.5,31477.5,454500.0,State servant,Incomplete higher,Single / not married,House / apartment,0.019101,-9094,-830,1,1,Unknown,1.0,Government,0.0,-592.0,0.0,0.0,0.0,0.0
40043,146382,0,Cash loans,M,Y,N,1,540000.0,1800000.0,52632.0,1800000.0,Commercial associate,Higher education,Married,House / apartment,0.01885,-15881,-126,1,1,Unknown,3.0,Business Entity Type 2,0.0,-1180.0,0.0,0.0,0.0,1.0
26064,130312,0,Cash loans,F,N,Y,0,189000.0,225000.0,22050.0,225000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0.020713,-24620,365243,1,1,Unknown,1.0,XNA,0.0,-983.0,0.0,0.0,0.0,1.0
16956,119777,0,Cash loans,M,Y,Y,0,225000.0,585000.0,31864.5,585000.0,Working,Secondary / secondary special,Married,House / apartment,0.04622,-10571,-1707,1,1,Core staff,2.0,Self-employed,0.0,-773.0,0.0,0.0,0.0,1.0
12318,114364,0,Cash loans,F,N,Y,0,162000.0,553806.0,24525.0,495000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.020246,-23495,365243,1,1,Unknown,2.0,XNA,0.0,-619.0,0.0,0.0,0.0,0.0
12128,114143,0,Cash loans,M,Y,Y,0,85500.0,749349.0,22041.0,625500.0,Pensioner,Lower secondary,Married,House / apartment,0.00712,-22309,365243,1,1,Unknown,2.0,XNA,0.0,0.0,0.0,0.0,0.0,5.0
44683,151761,0,Cash loans,F,N,N,0,90000.0,339241.5,16627.5,238500.0,Pensioner,Higher education,Married,House / apartment,0.022625,-19741,365243,1,1,Unknown,2.0,XNA,0.0,0.0,0.0,0.0,0.0,1.0
47101,154551,0,Cash loans,F,N,N,1,166500.0,526491.0,19039.5,454500.0,Working,Secondary / secondary special,Separated,Municipal apartment,0.009175,-14559,-1957,1,1,Sales staff,2.0,Self-employed,0.0,-3069.0,0.0,1.0,0.0,3.0
30672,135600,0,Revolving loans,F,N,Y,1,135000.0,157500.0,7875.0,157500.0,Working,Secondary / secondary special,Married,House / apartment,0.009657,-8516,-1078,1,1,Medicine staff,3.0,Medicine,0.0,0.0,0.0,0.0,0.0,0.0
29079,133783,0,Cash loans,F,N,Y,2,67500.0,73944.0,4257.0,58500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.035792,-18496,365243,1,1,Unknown,4.0,XNA,0.0,-305.0,0.0,0.0,1.0,0.0
7627,108890,1,Cash loans,F,Y,Y,0,67500.0,450000.0,16965.0,450000.0,Working,Secondary / secondary special,Married,House / apartment,0.026392,-13155,-3019,1,1,Unknown,2.0,Business Entity Type 3,1.0,-718.0,0.0,0.0,0.0,4.0
32383,137538,1,Cash loans,M,N,Y,0,135000.0,337500.0,14994.0,337500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.015221,-20720,-3142,1,1,Laborers,2.0,Military,0.0,-1233.0,0.0,0.0,0.0,2.0
20995,124467,0,Cash loans,F,N,Y,0,225000.0,1091677.5,43425.0,936000.0,State servant,Higher education,Single / not married,House / apartment,0.006852,-14601,-199,1,1,Core staff,1.0,Government,0.0,-1962.0,0.0,1.0,0.0,2.0
7626,108889,0,Cash loans,F,N,Y,2,85500.0,315000.0,16213.5,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.031329,-13209,-2136,1,1,Sales staff,4.0,Business Entity Type 3,0.0,-1493.0,0.0,0.0,2.0,4.0
26608,130928,0,Cash loans,F,N,Y,0,112500.0,760225.5,30150.0,679500.0,Working,Secondary / secondary special,Widow,House / apartment,0.02461,-18919,-2438,1,1,Laborers,1.0,Business Entity Type 3,0.0,-666.0,0.0,0.0,0.0,2.0
30331,135201,0,Cash loans,F,N,Y,2,45000.0,83538.0,6070.5,67500.0,Working,Secondary / secondary special,Married,House / apartment,0.009657,-13307,-2390,1,1,Laborers,4.0,Business Entity Type 1,1.0,-2281.0,0.0,0.0,0.0,2.0
26325,130615,0,Cash loans,F,N,N,0,135000.0,675000.0,32472.0,675000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.009334,-21598,365243,1,1,Unknown,2.0,XNA,0.0,-2161.0,0.0,0.0,0.0,2.0
16003,118673,0,Cash loans,F,N,Y,0,202500.0,152820.0,16047.0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.002506,-17511,-2192,1,1,Laborers,2.0,Business Entity Type 3,0.0,-611.0,0.0,0.0,0.0,5.0
8577,109986,0,Revolving loans,M,N,Y,1,135000.0,405000.0,20250.0,405000.0,Working,Secondary / secondary special,Married,House / apartment,0.009175,-13101,-4408,1,1,Unknown,3.0,Business Entity Type 3,0.0,-2107.0,0.0,1.0,0.0,2.0
35593,141223,0,Cash loans,F,N,Y,1,202500.0,521280.0,28408.5,450000.0,Working,Secondary / secondary special,Married,House / apartment,0.020246,-9876,-669,1,1,Medicine staff,3.0,Medicine,0.0,-1377.0,0.0,0.0,1.0,1.0
44759,151843,0,Cash loans,M,Y,Y,0,135000.0,808650.0,26217.0,675000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-18373,-2744,1,1,Drivers,2.0,Self-employed,0.0,-1093.0,0.0,0.0,0.0,3.0
32645,137836,0,Cash loans,F,N,N,0,135000.0,675000.0,32602.5,675000.0,Working,Secondary / secondary special,Married,House / apartment,0.030755,-16010,-3856,1,1,Drivers,2.0,Business Entity Type 3,0.0,-2949.0,0.0,0.0,0.0,1.0
12080,114089,0,Cash loans,M,N,Y,0,270000.0,970380.0,28503.0,810000.0,State servant,Higher education,Single / not married,House / apartment,0.04622,-19626,-2270,1,1,High skill tech staff,1.0,Trade: type 2,0.0,-1865.0,0.0,0.0,0.0,6.0
13534,115770,0,Cash loans,F,N,Y,0,180000.0,728460.0,44694.0,675000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,0.04622,-9634,-119,1,1,Medicine staff,1.0,Medicine,0.0,-877.0,1.0,0.0,0.0,1.0
38077,144096,0,Cash loans,F,N,N,1,99000.0,225000.0,12334.5,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.020246,-10897,-555,1,1,Managers,3.0,Business Entity Type 3,1.0,-248.0,0.0,0.0,0.0,2.0
37891,143887,0,Cash loans,M,N,N,0,157500.0,1324422.0,34938.0,1156500.0,Working,Secondary / secondary special,Married,House / apartment,0.020713,-11299,-2989,1,1,Unknown,2.0,Business Entity Type 2,0.0,-559.0,0.0,0.0,1.0,2.0
24538,128548,0,Cash loans,M,N,N,1,315000.0,454500.0,44275.5,454500.0,State servant,Secondary / secondary special,Married,Rented apartment,0.010006,-15782,-6075,1,1,Laborers,3.0,Industry: type 9,0.0,-573.0,0.0,1.0,0.0,1.0
35254,140838,0,Cash loans,F,N,Y,0,180000.0,943425.0,27715.5,787500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.04622,-11826,-4739,1,1,Core staff,2.0,Transport: type 2,0.0,-462.0,0.0,0.0,0.0,2.0
6831,107965,0,Cash loans,M,Y,Y,0,180000.0,1258650.0,53455.5,1125000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.018634,-21974,365243,1,1,Unknown,2.0,XNA,0.0,-1845.0,0.0,0.0,1.0,1.0
5255,106145,0,Cash loans,M,Y,Y,0,157500.0,187704.0,14958.0,148500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.020246,-10011,-721,1,1,Laborers,2.0,Trade: type 7,0.0,0.0,0.0,0.0,0.0,3.0
36702,142509,0,Cash loans,M,Y,Y,0,202500.0,533668.5,25803.0,477000.0,Commercial associate,Higher education,Married,House / apartment,0.025164,-12658,-5374,1,1,Laborers,2.0,Business Entity Type 2,0.0,-1640.0,0.0,1.0,0.0,5.0
10614,112368,0,Cash loans,F,Y,Y,0,135000.0,781920.0,43659.0,675000.0,Working,Secondary / secondary special,Married,House / apartment,0.007114,-17194,-5607,1,1,Managers,2.0,Self-employed,0.0,-1848.0,0.0,0.0,0.0,0.0
19682,122950,0,Cash loans,M,Y,N,0,202500.0,450000.0,30204.0,450000.0,Commercial associate,Higher education,Married,House / apartment,0.011703,-10089,-255,1,1,Sales staff,2.0,Business Entity Type 3,0.0,-66.0,0.0,1.0,5.0,7.0
30153,134999,0,Cash loans,F,N,Y,0,90000.0,371304.0,9922.5,243000.0,Working,Secondary / secondary special,Married,House / apartment,0.00823,-10190,-978,1,1,Laborers,2.0,Business Entity Type 3,0.0,-458.0,0.0,0.0,0.0,0.0
